"X","Y","observed","GroupNum","CU","PE","oanimal","I.NO","P.NO","IdObserver","bgen","positive","ygen","wgen","vgen","cgen","ugen","fitSet"
231397.33539,8183484.375601,1,729,0,1,0,1,0,43,0.575272215652628,1,2.07744557674544,0.982311497531018,0.0373752292296347,-0.67,1.61493626830138,0
231398.190871,8183693.817259,1,726,0,0,0,1,0,43,0.575272215652628,0,-1.24925716822964,-0.515039363509937,0.0806257536892712,-1.14,0.544334882800792,0
231400.410465,8183700.394587,1,726,1,1,0,1,0,32,0.755634820921243,0,-1.86198292492212,0.3716216555169,-0.0578351920755967,0.01,0.419456847592497,0
231400.478061,8183592.513702,1,727,0,0,1,1,0,35,0.660445509316226,0,-2.32586875928973,-2.07725758469015,-0.0578113823105722,-0.93,-1.08944620237958,0
231400.949985,8183512.344362,1,728,0,0,0,1,0,32,0.755634820921243,0,-3.3078353321745,-3.5309867737418,0.119708445353726,-1.14,-2.51069521909553,0
231401.036493,8183709.117837,0,726,0,0,0,0,0,32,0.755634820921243,NA,1.78760723206854,0.19425279521718,-0.051731216544272,0,0.245984011761452,0
231401.344694,8183729.830504,0,726,0,0,0,0,0,39,0.518423777571013,NA,2.05958131287637,2.51236789944858,0.0175687888721597,0,2.49479911057642,0
231401.499283,8183546.962396,1,728,1,0,0,1,0,35,0.660445509316226,0,-7.3334527307665,-7.3687965609688,-0.0823771637278836,-0.46,-6.82641939724092,0
231402.51377,8183740.429267,0,726,0,0,0,0,0,43,0.575272215652628,NA,0.629493634584822,0.177987067209392,0.0666105097925073,0,0.111376557416884,0
231404.658504,8183634.316217,0,726,0,0,0,0,0,43,0.575272215652628,NA,1.40359258692299,0.578477465156605,-0.00710427628806228,0,0.585581741444668,0
231405.299236,8183554.767425,1,728,0,1,0,1,0,20,0.875329255579957,0,-2.99900117300195,-4.88201058507793,0.0225752064252325,-0.67,-4.23458579150316,0
231405.537288,8183756.095481,0,726,0,0,0,0,0,35,0.660445509316226,NA,-2.03183679083648,-1.90686125147235,-0.0189492168739787,0,-1.88791203459837,0
231405.985789,8183789.369765,1,725,0,1,1,1,0,43,0.575272215652628,0,-2.40242341705825,-2.59053053077066,0.110572152913433,-0.46,-2.24110268368409,0
231407.698811,8183505.60003,1,728,0,1,0,1,1,8,0.738704824974845,0,-4.36187315426722,-5.03619089183658,-0.000878704674210513,-0.95,-4.08531218716237,0
231407.953759,8183605.05528,1,727,0,1,1,1,0,32,0.755634820921243,0,-2.43081369609649,-1.36524787260697,-0.0376936176722121,-0.46,-0.867554254934756,0
231408.016986,8183798.151706,0,725,0,0,0,0,0,20,0.875329255579957,NA,-3.60607170034141,-3.92751985818622,0.0340767258482971,0,-3.96159658403452,0
231408.265667,8183806.362545,0,725,0,0,0,0,0,43,0.575272215652628,NA,-4.07866724034871,-3.66368165966853,-0.0289668319903253,0,-3.6347148276782,0
231408.324574,8183766.377801,1,726,1,1,0,1,0,32,0.755634820921243,0,-1.89025948426036,-2.40215877146881,-0.091830229888124,0.01,-2.32032854158069,0
231409.314127,8183811.830463,0,725,0,0,0,0,0,32,0.755634820921243,NA,-4.23865874717928,-4.22654873841294,-0.0477508923118747,0,-4.17879784610107,0
231409.804546,8183564.638798,0,728,0,0,0,0,0,32,0.755634820921243,NA,-0.450800641567912,-1.22917069403212,0.108761835013857,0,-1.33793252904598,0
231410.269642,8183819.092771,0,725,0,0,0,0,0,39,0.518423777571013,NA,-3.22328284759881,-2.88679302850404,-0.021752851596306,0,-2.86504017690774,0
231412.304587,8183450.069643,0,711,0,0,0,0,0,45,0.636991532676493,NA,-0.03109743391031,0.197643245620791,-0.0488664029314696,0,0.246509648552261,0
231412.408359,8183516.158642,0,728,0,0,0,0,0,35,0.660445509316226,NA,-2.81245625123537,-3.00151440009818,0.13787770229959,0,-3.13939210239777,0
231414.187133,8183573.451415,1,728,1,0,0,1,1,35,0.660445509316226,0,-5.04006847319672,-3.52389251826159,-0.0883382536839178,-0.74,-2.69555426457767,0
231415.848208,8183459.016051,0,711,0,0,0,0,0,20,0.875329255579957,NA,0.296162460252167,1.38787237282822,-0.0578734078670964,0,1.44574578069531,0
231415.904883,8183631.70706,1,726,0,0,1,1,1,43,0.575272215652628,0,-1.0034954431506,0.368078515063522,0.211132762763236,-1.21,1.36694575230029,0
231415.9457,8183788.773026,1,725,0,1,1,1,0,20,0.875329255579957,0,-2.64750545071287,-3.43635027194678,-0.050253229757903,-0.46,-2.92609704218888,0
231416.302184,8183664.347432,1,726,0,0,0,1,1,39,0.518423777571013,0,-3.02216318962417,-2.78736135442551,-0.0142973068452578,-1.42,-1.35306404758026,0
231416.761673,8183645.518082,1,726,0,0,1,1,1,39,0.518423777571013,0,-2.03395362265204,-0.583542988877586,0.0732491856758055,-1.21,0.553207825446608,0
231417.014958,8183657.106702,1,726,0,1,0,1,0,39,0.518423777571013,0,-1.95910725758124,-1.79891651917664,-0.0227129460337357,-0.67,-1.10620357314291,0
231417.069211,8183668.670152,1,726,0,0,0,1,1,43,0.575272215652628,0,-4.45802113589258,-3.21729379444833,0.0652269085160948,-1.42,-1.86252070296442,0
231417.174726,8183673.618053,1,726,0,1,0,1,0,43,0.575272215652628,0,-4.41813909992075,-2.51905563077774,0.0707599840650513,-0.67,-1.91981561484279,0
231417.817592,8183818.418778,0,725,0,0,0,0,0,35,0.660445509316226,NA,-2.50214654750127,-2.40439559304396,-0.107000370474497,0,-2.29739522256946,0
231417.894206,8183677.598766,0,726,0,0,0,0,0,39,0.518423777571013,NA,0.176916215631008,-0.666676497015116,-0.115065472535909,0,-0.551611024479207,0
231417.97199,8183529.060911,1,728,0,1,0,1,0,35,0.660445509316226,0,-3.25783286610897,-4.16775619307828,-0.0350194264176173,-0.67,-3.46273676666066,0
231418.106071,8183686.467855,1,726,0,1,0,1,0,43,0.575272215652628,0,-0.873198331973304,-0.381457424859118,-0.0474198014277398,-0.67,0.335962376568622,0
231419.297376,8183582.891768,1,728,0,1,1,1,1,20,0.875329255579957,0,-2.04225525776559,-2.97577577726075,0.00620081274737594,-0.74,-2.24197659000812,0
231419.964371,8183707.666596,1,726,0,1,1,1,0,35,0.660445509316226,0,-1.63128534467266,-1.7999841365019,0.0525953368500866,-0.46,-1.39257947335199,0
231420.073723,8183699.499827,1,726,1,0,0,1,0,43,0.575272215652628,1,0.456887615347633,-0.345907135643322,0.0628203572131308,-0.46,0.0512725071435467,0
231420.164174,8183693.785609,0,726,0,0,0,0,0,20,0.875329255579957,NA,-1.94021652098067,-1.71526606748289,0.0354764684743829,0,-1.75074253595727,0
231421.287404,8183716.166766,0,726,0,0,0,0,0,32,0.755634820921243,NA,-0.454180290614603,-0.104451027262655,0.00240283940851952,0,-0.106853866671175,0
231421.310801,8183468.433427,0,711,0,0,0,0,0,32,0.755634820921243,NA,-3.17737897572826,-2.33697922753797,-0.0217514711237689,0,-2.3152277564142,0
231421.612005,8183533.484286,0,728,0,0,0,0,0,43,0.575272215652628,NA,-2.10845542094131,-1.12711121923534,0.00779916192726784,0,-1.1349103811626,0
231421.666696,8183727.106621,0,726,0,0,0,0,0,20,0.875329255579957,NA,1.70395966993826,0.832038691219598,-0.00306057938123526,0,0.835099270600834,0
231423.60955,8183592.179952,1,728,0,0,0,1,1,35,0.660445509316226,0,-3.56466984273407,-4.16767159122544,-0.0757524790654684,-1.42,-2.67191911215997,0
231423.953914,8183537.079855,0,728,0,0,0,0,0,39,0.518423777571013,NA,-0.537004687799315,-0.363391837894055,-0.0308496482014905,0,-0.332542189692564,0
231423.978796,8183735.613576,0,726,0,0,0,0,0,35,0.660445509316226,NA,3.96588848234499,2.99368817580454,0.078156458087963,0,2.91553171771658,0
231424.583499,8183474.491869,0,711,0,0,0,0,0,18,0.431814007250742,NA,0.712468541615268,0.548939617664907,0.0657077214871958,0,0.483231896177711,0
231425.519965,8183746.363757,1,726,0,1,0,1,0,43,0.575272215652628,1,0.105025921984228,-0.0673706686969099,0.043542708714727,-0.67,0.559086622588363,0
231426.734687,8183755.620641,1,726,0,0,1,1,0,32,0.755634820921243,0,-2.56087582691841,-1.29274664922003,0.00724946647281794,-0.93,-0.369996115692848,0
231427.013392,8183814.860407,0,725,0,0,0,0,0,43,0.575272215652628,NA,-1.59580311315216,-2.29397006771216,-0.142035960064929,0,-2.15193410764723,0
231427.849205,8183789.454835,1,725,0,1,0,1,1,20,0.875329255579957,0,-4.86383489450959,-4.13065012101623,0.0777980293166958,-0.95,-3.25844815033292,0
231428.15111,8183543.745997,0,728,0,0,0,0,0,43,0.575272215652628,NA,-1.12638244363183,0.560804335286818,-0.0228049199487983,0,0.583609255235616,0
231428.620443,8183601.115871,1,728,0,1,0,1,1,35,0.660445509316226,0,-0.782573158159521,-1.63277282341193,0.0241076838821571,-0.95,-0.706880507294084,0
231428.804254,8183479.30544,1,711,0,1,1,1,1,20,0.875329255579957,0,-2.59644046378739,-2.15422900134709,0.0603789797555514,-0.74,-1.47460798110264,0
231430.51917,8183484.920473,0,711,0,0,0,0,0,39,0.518423777571013,NA,-2.58819047605986,-2.14999050006878,0.0770109571077826,0,-2.22700145717656,0
231430.665185,8183763.476187,1,726,0,1,0,1,1,32,0.755634820921243,0,-0.908713684391619,-0.277983872022135,0.03726319115176,-0.95,0.634752936826105,0
231432.55847,8183488.091998,0,711,0,0,0,0,0,34,0.627363736905224,NA,-1.1277794981375,-1.73666372572256,-0.0342074786281599,0,-1.7024562470944,0
231433.072197,8183553.646945,0,728,0,0,0,0,0,39,0.518423777571013,NA,-3.68790179224185,-2.104319074244,-0.0284962213370947,0,-2.0758228529069,0
231434.092287,8183564.262065,0,728,0,0,0,0,0,20,0.875329255579957,NA,-2.80791081875042,-3.07576590183279,-0.060988234927863,0,-3.01477766690493,0
231434.159442,8183450.990655,0,711,0,0,0,0,0,43,0.575272215652628,NA,0.862031460018359,-0.171846823278082,0.00140472115827803,0,-0.17325154443636,0
231434.382009,8183494.745637,1,711,0,1,0,1,0,45,0.636991532676493,0,-3.9041704253727,-2.46800342840287,0.0341380979133245,-0.67,-1.83214152631619,0
231434.979081,8183596.12802,1,728,0,0,0,1,1,39,0.518423777571013,0,-6.48955281024737,-4.31173289660558,-0.0512332005441238,-1.42,-2.84049969606146,0
231435.66205,8183562.328017,0,728,0,0,0,0,0,32,0.755634820921243,NA,-3.64762533105898,-2.74648567173445,-0.0592345849673022,0,-2.68725108676715,0
231436.42552,8183785.949842,1,725,0,1,0,1,0,32,0.755634820921243,1,1.97823480099193,0.953199063276073,0.00760555247828228,-0.67,1.61559351079779,0
231436.598458,8183813.782063,0,725,0,0,0,0,0,39,0.518423777571013,NA,-1.78289967254627,-2.4566780784764,-0.047134803517562,0,-2.40954327495884,0
231438.703122,8183620.291662,0,723,0,0,0,0,0,20,0.875329255579957,NA,-0.267878010200803,-0.115493240528685,-0.00731472824139684,0,-0.108178512287288,0
231439.222652,8183502.87674,0,711,0,0,0,0,0,36,0.686089343077811,NA,-0.0313731470451724,-0.100728353035664,0.126033535674285,0,-0.226761888709949,0
231439.814072,8183572.059379,0,728,0,0,0,0,0,35,0.660445509316226,NA,-0.00675094966359987,-1.85178806630205,-0.0301255438485115,0,-1.82166252245354,0
231442.798021,8183633.157721,1,723,0,1,1,1,1,35,0.660445509316226,1,1.04283629814835,-0.282179466472116,0.0726710873946125,-0.74,0.385149446133272,0
231443.104246,8183590.107668,1,728,0,0,0,1,1,39,0.518423777571013,0,-1.73631360231941,-1.19908009210505,0.0529550133037284,-1.42,0.167964894591218,0
231443.353672,8183511.062458,1,711,0,0,0,1,0,36,0.686089343077811,0,-6.32089663825871,-4.98447279100531,-0.0404369363583936,-1.14,-3.80403585464692,0
231444.688801,8183461.018145,1,711,0,0,0,1,1,18,0.431814007250742,0,-4.03438253676987,-2.78723858892034,-0.0623284816703125,-1.42,-1.30491010725003,0
231445.79169,8183811.76453,1,725,1,1,1,1,0,32,0.755634820921243,0,-0.905471836501567,1.24130067967696,-0.012087003634882,0.22,1.03338768331184,0
231446.888848,8183786.122735,1,725,0,0,1,1,1,43,0.575272215652628,0,0.0655853264883154,0.405111964900891,-0.0677362148349323,-1.21,1.68284817973582,0
231448.811195,8183518.418315,1,711,0,1,0,1,1,36,0.686089343077811,0,-3.66861558865401,-3.69724538774833,0.00980630646020825,-0.95,-2.75705169420853,0
231449.719563,8183467.459009,1,711,0,0,0,1,1,39,0.518423777571013,0,-3.20862343502597,-3.48472719691258,-0.00303310148343078,-1.42,-2.06169409542915,0
231450.485217,8183616.981238,0,723,0,0,0,0,0,35,0.660445509316226,NA,-1.19242733047253,-0.217902296749784,-0.0227650957690685,0,-0.195137200980715,0
231450.780302,8183523.874106,1,711,0,1,1,1,1,28,0.309847954641286,0,-5.0246779677137,-4.42240138234511,0.029252239265527,-0.74,-3.71165362161063,0
231451.332832,8183582.961031,0,728,0,0,0,0,0,43,0.575272215652628,NA,-1.60511635709963,-1.74348983932098,-0.0465448419440054,0,-1.69694499737698,0
231452.988975,8183644.45831,0,723,0,0,0,0,0,32,0.755634820921243,NA,2.77563879770313,2.003006418823,-0.0606205486434456,0,2.06362696746645,0
231453.766928,8183530.953694,0,711,0,0,0,0,0,20,0.875329255579957,NA,-3.65362310299455,-2.09412472436795,-0.0298519629556149,0,-2.06427276141233,0
231453.945128,8183474.845494,0,711,0,0,0,0,0,39,0.518423777571013,NA,-1.40406197153739,-1.37096282434132,-0.116855830973817,0,-1.2541069933675,0
231454.49425,8183784.120138,1,725,0,1,0,1,0,39,0.518423777571013,0,-0.89509932122736,0.129509972134013,-0.154001693926063,-0.67,0.953511666060076,0
231456.301568,8183612.722233,1,723,0,1,0,1,0,32,0.755634820921243,1,3.81250877660507,1.95604018303165,0.0483935938643389,-0.67,2.57764658916731,0
231456.447272,8183479.942962,1,711,0,1,0,1,1,34,0.627363736905224,0,-1.40754440027258,-1.68697059237286,0.0506000656399715,-0.95,-0.787570658012834,0
231457.688759,8183781.03856,1,725,0,0,0,1,1,20,0.875329255579957,0,-1.91349825802765,-0.307960821224261,-0.0449882422173842,-1.42,1.15702742099312,0
231458.10389,8183808.841176,1,725,0,1,1,1,0,39,0.518423777571013,0,-0.683694857636613,-1.07766365504818,-0.094438226776447,-0.46,-0.523225428271734,0
231458.343578,8183538.188222,1,711,0,1,0,1,1,28,0.309847954641286,0,-7.52869232494065,-7.04818085615969,-0.0127934556658434,-0.95,-6.08538740049385,0
231458.899978,8183652.80374,0,723,0,0,0,0,0,32,0.755634820921243,NA,0.675542758542992,0.508254986065315,0.052809109726277,0,0.455445876339038,0
231458.909475,8183485.170671,1,711,0,1,1,1,1,34,0.627363736905224,0,-3.97969224137261,-3.15529215140691,0.0476692575543553,-0.74,-2.46296140896127,0
231460.972478,8183492.70535,1,711,0,0,0,1,1,28,0.309847954641286,0,-5.83590298614454,-5.03390494575089,-0.024986960204939,-1.42,-3.58891798554595,0
231463.004842,8183548.49926,0,711,0,0,0,0,0,32,0.755634820921243,NA,-3.34005772180557,-3.15573337974479,0.0388082410853272,0,-3.19454162083011,0
231464.463979,8183606.829775,0,723,0,0,0,0,0,43,0.575272215652628,NA,-1.76059403202919,-0.103244379119416,0.0112161299219087,0,-0.114460509041324,0
231464.673576,8183660.616142,0,723,0,0,0,0,0,20,0.875329255579957,NA,2.72584476649216,1.92050842977993,-0.120700037781277,0,2.04120846756121,0
231465.13006,8183500.247092,1,711,1,0,1,1,1,18,0.431814007250742,0,-4.33454838529662,-3.38837987635337,-0.156159541176033,-0.53,-2.70222033517733,0
231466.763522,8183670.654979,0,723,0,0,0,0,0,39,0.518423777571013,NA,-1.08097508610554,-0.0792941369891731,0.0263892859741892,0,-0.105683422963362,0
231467.115465,8183776.212645,1,725,0,0,0,1,1,39,0.518423777571013,0,-1.775565341668,-0.130543671350672,-0.0562954329133347,-1.42,1.34575176156266,0
231467.967439,8183504.032405,1,711,0,1,1,1,0,34,0.627363736905224,0,-5.38230677655078,-4.69931542737562,-0.0161263440032542,-0.46,-4.22318908337237,0
231469.320608,8183556.992285,0,711,0,0,0,0,0,39,0.518423777571013,NA,-6.53838918588467,-5.88608523329165,-0.0714488893440369,0,-5.81463634394761,0
231469.571446,8183804.089633,0,725,0,0,0,0,0,35,0.660445509316226,NA,0.446767707762512,0.375915392836006,0.0158569655418275,0,0.360058427294178,0
231469.797995,8183508.561107,1,711,0,1,1,1,0,45,0.636991532676493,0,-3.58189449675231,-4.63458574918861,0.0486355602150018,-0.46,-4.22322130940361,0
231469.930209,8183622.030795,0,723,0,0,0,0,0,39,0.518423777571013,NA,-0.133471174603065,-0.25975041359181,-0.0996924677358556,0,-0.160057945855954,0
231470.691515,8183463.50432,1,710,0,0,0,1,1,45,0.636991532676493,0,-5.93763090741692,-5.76849860351547,-0.0245738446919336,-1.42,-4.32392475882354,0
231471.223637,8183679.752444,1,723,0,0,1,1,1,39,0.518423777571013,0,0.532465811918989,-1.20601155403125,0.0502956845015355,-1.21,-0.0463072385327854,0
231472.056227,8183512.538939,0,711,0,0,0,0,0,32,0.755634820921243,NA,-5.38632645995548,-3.88580689387712,0.0190530427145796,0,-3.9048599365917,0
231474.635281,8183468.947573,0,710,0,0,0,0,0,36,0.686089343077811,NA,-3.68345064313959,-3.97020399192637,-0.0430282536110122,0,-3.92717573831536,0
231475.110374,8183570.98897,0,711,0,0,0,0,0,20,0.875329255579957,NA,-2.79605283649012,-1.83344777212665,-0.026319721946535,0,-1.80712805018011,0
231475.11384,8183632.841453,1,723,0,0,0,1,1,20,0.875329255579957,0,-1.55574817408161,0.211348388133516,0.0986803386982083,-1.42,1.53266804943531,0
231475.659165,8183518.609383,0,711,0,0,0,0,0,20,0.875329255579957,NA,-4.13135949824869,-3.98897426140199,0.0310488953044256,0,-4.02002315670642,0
231475.772821,8183770.219518,1,725,0,0,0,1,1,32,0.755634820921243,1,1.85103542812142,1.79073191318299,0.110415006371213,-1.42,3.10031690681178,0
231476.917242,8183799.139589,0,725,0,0,0,0,0,20,0.875329255579957,NA,1.97502546896247,1.5443309495191,-0.100207111225676,0,1.64453806074477,0
231477.949615,8183687.761097,0,723,0,0,0,0,0,32,0.755634820921243,NA,0.892889352983429,-0.733253100765115,-0.0840347634410413,0,-0.649218337324073,0
231479.951028,8183478.332591,0,710,0,0,0,0,0,45,0.636991532676493,NA,-2.73069762925914,-1.81098187235016,-0.100254337550864,0,-1.71072753479929,0
231480.037267,8183566.56093,1,711,0,0,0,1,1,34,0.627363736905224,0,-6.15475889352335,-6.17006702753592,-0.078551985613223,-1.42,-4.6715150419227,0
231480.138467,8183525.756393,0,711,0,0,0,0,0,35,0.660445509316226,NA,-3.26689863324808,-3.40928997470272,0.0729563852730973,0,-3.48224635997581,0
231480.305264,8183640.874342,1,723,0,1,0,1,0,20,0.875329255579957,1,0.193558310804982,-0.00444386084222326,-0.247723765294853,-0.67,0.91327990445263,0
231481.099177,8183530.459704,0,711,0,0,0,0,0,43,0.575272215652628,NA,-2.73206060877723,-3.96450566987112,0.134430639833615,0,-4.09893630970473,0
231481.893352,8183696.455638,1,723,0,0,0,1,0,32,0.755634820921243,1,1.46902466293431,1.52353521656044,0.0300289623286563,-1.14,2.63350625423178,0
231484.315275,8183650.038491,0,723,0,0,0,0,0,32,0.755634820921243,NA,1.41794178254873,1.23108788716908,-0.0165872293596039,0,1.24767511652868,0
231484.517865,8183565.57167,0,711,0,0,0,0,0,43,0.575272215652628,NA,-3.2031886157467,-3.82035468223385,-0.122894264059226,0,-3.69746041817462,0
231484.533456,8183535.696855,1,711,0,1,0,1,1,43,0.575272215652628,0,-3.13733434270447,-4.14886440525283,-0.14227663608234,-0.95,-3.05658776917049,0
231485.14308,8183464.887222,0,710,0,0,0,0,0,20,0.875329255579957,NA,-2.20444619725401,-3.52389532672355,-0.143040692088886,0,-3.38085463463466,0
231485.484533,8183764.868998,1,725,1,1,0,1,0,39,0.518423777571013,1,0.76857839093445,0.195619631159454,0.0624494927419622,0.01,0.123170138417491,0
231486.276021,8183593.793373,0,712,0,0,0,0,0,20,0.875329255579957,NA,0.0474921830397434,-2.04110075452302,0.00391047062764391,0,-2.04501122515067,0
231486.701206,8183703.002113,1,723,0,1,1,1,0,39,0.518423777571013,0,-0.95918383144792,0.807610912663265,0.10301198351284,-0.46,1.16459892915042,0
231487.312239,8183794.69667,0,725,0,0,0,0,0,32,0.755634820921243,NA,-0.949256759910317,-0.279114476227678,0.00379224297952845,0,-0.282906719207207,0
231488.32797,8183488.517025,1,710,0,0,0,1,1,34,0.627363736905224,0,-4.06696851475225,-3.42980084260071,0.0902481229024029,-1.42,-2.10004896550312,0
231488.487511,8183661.330629,0,723,0,0,0,0,0,20,0.875329255579957,NA,-1.15739804378534,0.542200235431372,-0.190216582311738,0,0.73241681774311,0
231488.59634,8183706.67286,1,723,0,0,0,1,1,32,0.755634820921243,0,-1.82529989795574,-1.46110653309764,0.0669511836757361,-1.42,-0.108057716773378,0
231490.179682,8183820.414587,0,698,0,0,0,0,0,39,0.518423777571013,NA,1.73045535360295,1.24209193358377,-0.0560541601128524,0,1.29814609369662,0
231490.187917,8183546.009492,1,711,0,0,0,1,1,38,0.741206760902317,0,-5.99748346453972,-4.99336912408515,0.0671232226993081,-1.42,-3.64049234678446,0
231491.045814,8183711.964642,0,723,0,0,0,0,0,39,0.518423777571013,NA,-0.638270179860989,-1.05722769860357,0.047909781167439,0,-1.10513747977101,0
231491.338367,8183462.276839,1,710,1,1,0,1,1,18,0.431814007250742,0,-1.5436079590003,-0.201020342056544,-0.000120052311075338,-0.27,0.0690997102545317,0
231492.033872,8183563.397113,1,711,0,0,0,1,1,39,0.518423777571013,0,-4.25539061231389,-3.58754385426401,0.0237826662908143,-1.42,-2.19132652055483,0
231492.275032,8183669.002061,0,723,0,0,0,0,0,39,0.518423777571013,NA,1.18380441233698,0.686596365034299,0.00854334715703433,0,0.678053017877265,0
231493.220292,8183717.05592,0,723,0,0,0,0,0,43,0.575272215652628,NA,-0.459849063934508,-0.585997825445621,-0.0203599617645146,0,-0.565637863681106,0
231493.388332,8183603.00418,1,712,0,0,0,1,1,38,0.741206760902317,0,-4.56135859340667,-3.16264950710716,0.0701403016085116,-1.42,-1.81278980871568,0
231493.500912,8183495.38288,1,710,0,1,1,1,0,18,0.431814007250742,0,-3.07280299652974,-4.57837373363965,-0.0152176755986276,-0.46,-4.10315605804102,0
231494.414661,8183592.944465,1,712,0,0,0,1,0,18,0.431814007250742,0,-1.61065306763663,-2.80259057635504,0.00750570465382362,-1.14,-1.67009628100886,0
231494.64392,8183760.47841,1,725,0,1,0,1,0,20,0.875329255579957,0,-0.485148849697042,-1.86058997198268,0.0929164934382487,-0.67,-1.28350646542093,0
231494.716285,8183721.662907,0,723,0,0,0,0,0,35,0.660445509316226,NA,-0.409483767548622,0.302019715382996,0.0158872503031906,0,0.286132465079805,0
231495.171913,8183679.556229,0,723,0,0,0,0,0,32,0.755634820921243,NA,1.21975321429791,2.09394013834693,0.0867488940937957,0,2.00719124425313,0
231495.737407,8183770.285146,1,725,0,0,0,0,0,43,0.575272215652628,1,1.46965499636138,1.57842757092367,-0.0707107120387092,0,1.64913828296238,0
231495.801102,8183361.211315,0,730,0,0,0,0,0,39,0.518423777571013,NA,-1.75325145027091,-2.20970701451756,0.0365433429301725,0,-2.24625035744774,0
231496.038589,8183554.403958,1,711,0,0,1,1,0,20,0.875329255579957,0,-6.22504594895413,-3.46415568552024,0.0148986028761662,-0.93,-2.54905428839641,0
231496.266186,8183827.854417,1,698,0,0,0,1,0,43,0.575272215652628,0,-0.0574210063010063,0.629446668953101,0.00624560180349364,-1.14,1.76320106714961,0
231496.28222,8183504.013535,1,710,0,0,0,1,0,36,0.686089343077811,0,-5.02061330675919,-3.38469013242649,-0.0300000683222156,-1.14,-2.21469006410428,0
231498.672556,8183792.220268,0,725,0,0,0,0,0,43,0.575272215652628,NA,0.269471430598181,0.368889495188445,0.0288299436383373,0,0.340059551550108,0
231498.779133,8183725.047176,1,723,0,0,0,1,0,39,0.518423777571013,0,-3.85051952286883,-3.00071380372135,-0.0559783001055779,-1.14,-1.80473550361578,0
231499.560254,8183610.761012,1,712,0,0,0,1,1,28,0.309847954641286,0,-5.88556417003582,-5.93867399156348,0.118905229708619,-1.42,-4.6375792212721,0
